LIST,CONDITION,TEXT,QUESTION,QUESTIONTEXT,CORRECT,ITEMID,TARGETWORD,ASSOCIATEDWORD,STORYTOPIC
K,everyday_pseudo,"""Maria und Tom*hatten sich lange*auf ihren Kurzurlaub in Berlin gefreut.*Als sie am Morgen<br>den Zug bestiegen,*war die Aufregung greifbar.*Mittags erreichten sie schließlich*die Stadt<br>und machten sich*auf die Suche*nach ihrer Ferienwohnung.*Die Wegbeschreibung*hatte sie<br>zu einem Gebäude geführt,*dessen Anblick*ihnen fast*den Atem raubte.<br>Entlang*der Vorderseite*erstreckte sich*eine Betando*und bot einen*weiten Blick*über die Gegend.<br>Sie freuten*sich auf*die Aussicht*von dort*und kramten*nach dem Schlüssel*zum Eintreten.*Sie waren*überrascht,<br>dass ihre*günstige Ferienwohnung*tatsächlich*in diesem*beeindruckenden Gebäude lag.<br>Erschöpft*von der Reise*betraten sie*das Apartment.*Es war gemütlich und einladend.<br>Sie ruhten sich kurz aus,*bevor sie sich*in die*Berliner Innenstadt stürzten.<br>Sie besuchten*den Alexanderplatz*und danach das Brandenburger Tor.""",1,"""Kamen sie zu Mitternacht in der Stadt an?""",f,15_everday_pseudo,Betando,Aussicht,everyday
K,everyday_pseudo,"""Inmitten der quirligen Kindergartenkinder*fiel der schüchterne Timmy auf.<br>Die Kindergärtnerin,*Frau Schröder,*beobachtete,*wie Timmy sich zurückzog<br>und sich schwertat,*sich auszudrücken.*Nach Rücksprache mit den Eltern*erfuhr sie<br>von Tims sozialer Angst.*Frau Schröder*war entschlossen,*den Eltern*zu helfen.<br>Sie erzählte*ihnen von*einer Rhelazie*über die sie*erst vor Kurzem*gelesen hatte.<br>Sie glaubte*fest an*eine Heilung*und hoffte*auf keine Komplikationen.<br>Timmys Eltern*ließen sich genau beraten,*und entschieden sich*schließlich dafür,<br>dem Rat der Kindergärtnerin*zu folgen.*Die Verwandlung war erstaunlich.<br>Timmy begann,*seine Ängste zu überwinden*und wurde aktiver.<br>Frau Schröder war stolz*auf den Fortschritt*und war froh,*dass sie ihm helfen konnte.""",1,"""War Timmy vorher ein zurückgezogenes Kind?""",j,21_everday_pseudo,Rhelazie,Heilung,everyday
K,scientific_pseudo,"""Die Ökologin Dr. Zimmermann*und ihr Kollege Dr. Gauer*hatten beschlossen, gemeinsam<br>an einem Forschungsprojekt*zur Biodiversität in verschiedenen Klimazonen*zu arbeiten.<br>Sie unterhielten sich heute*über lokale Schutzmaßnahmen in Deutschland,<br>woraufhin Dr. Gauer*eine mitgebrachte Mappe*öffnete*und etwas hervorholte.<br>In seiner*Hand*hielt er*einen Nazendeg*und sie*schaute ihn*überrascht*an.<br>Er*hatte ihn*im Garten*entdeckt*und ihr*geben wollen.<br>Die beiden Ökologen*waren davon überzeugt,*ihr gemeinsames Projekt<br>weiter voranzutreiben*und damit einen Beitrag*zur Erhaltung<br>der heimischen Artenvielfalt zu leisten.*Sie unterhielten sich*für mehrere Stunden<br>und warfen viele Ideen*in den Raum,*die sie unbedingt umsetzen wollten.""",1,"""Arbeiteten sie gemeinsam an einem Forschungsprojekt?""",j,7_scientific_pseudo,Nazendeg,Garten,Botanik
K,scientific_pseudo,"""Die Forscherin Dr. Elise Linden*arbeitete in ihrem Labor*in Amsterdam<br>an ihrer Studie über globale Erwärmung.*Gegen Nachmittag*klingelte ihr Handy<br>und sie wurde von ihren Vorgesetzten*zu einer dringenden Besprechung*gerufen.<br>Man hatte in einem Forschungsinstitut*in den USA*nach ihrer Expertise*gefragt.<br>In den USA*war gestern*ein Hedeorem*eingeschlagen*dessen Bergung*im Gange war.<br>Sie überlegte,*wie groß*der Krater*sein musste.*Sie entschloss sich,*an der Mission<br>teilzunehmen,*denn sie könnte gleichzeitig*Proben für ihre eigenen Forschungsprojekte<br>sammeln.*Aufgeregt verließ sie*ihr Labor*und eilte nach Hause,*um ihre Koffer zu packen.<br>Der Flug für ihre Reise in die USA*würde bereits morgen früh*um 6 Uhr abheben.<br>Sie konnte vor Aufregung*kaum schlafen,*aber sie saß rechtzeitig im Flugzeug.""",1,"""Flog das Flugzeug erst in einer Woche?""",f,10_scientific_pseudo,Hedeorem,Krater,Astronomie
L,everyday_real,"""Am Sonntag lud Oma Hilde*ihre Enkelkinder Sophie und Ben*zum Mittagessen ein.<br>Die beiden Geschwister*wurden von verführerischen Düften*aus der Küche empfangen.<br>Es war das erste Mal*seit der Renovierung,*dass die Enkel zu Besuch kamen.<br>Vorher gab es Probleme*mit den alten Fenstern,*durch die immer*kalter Wind zog.<br>Der Rand*wurde*mit Silikon*versiegelt*und anschließend*fein verputzt.<br>Es wurde versichert,*dass*die Abdichtung*sehr präzise*ausgeführt wurde.*Hilde hoffte,<br>dass die Heizkosten*nun sinken würden.*Die Kinder setzten sich*an den Tisch<br>und jubelten,*als ihre Oma eine Roulade enthüllte.*Nach dem Essen*halfen sie.<br>ihrer Oma,*den Tisch abzuräumen*und gingen dann*in den Garten,*um zu spielen. <br>Ihre Oma*machte das Geschirr*und beobachtete die beiden*durch das Fenster.""",1,"""Hat Oma Hilde für ihre Enkel Brathähnchen gemacht?""",f,18_everyday_real,Silikon,Abdichtung,everyday
L,everyday_real,"""Felix und Tom verbrachten*den sonnigen Nachmittag*mit Inline-Skaten<br>im nahegelegenen Park.*Tom versuchte,*eine gewagte Kurve zu nehmen,*doch er stürzte.<br> Felix half ihm auf*und sie eilten*zu Toms Eltern,*die in der Nähe picknickten.<br>Toms Mutter reinigte*die Wunde*mit Desinfektionsmittel*und klebte*ein Pflaster auf.<br>Da immer noch*die Möglichkeit*einer Infektion*bestand,*wurde er*sorgfältig überwacht.<br>Sie wollte*es verhindern,*dass*ein Antibiotikum*eingesetzt*werden müsste.<br>Langsam,*aber sicher*heilte*die Verletzung*und Tom konnte*schon bald wieder<br>auf seinen Inline-Skates stehen.*Von nun an*zog Tom immer*seine Knieschoner an,<br>und fuhr*nicht mehr so waghalsig.*Am nächsten Tag*spielten Felix und Tom*schon wieder<br>zusammen im Park*und hatten den Unfall vom Vortag*völlig vergessen.""",1,"""Sind Felix und Tom Skateboard gefahren?""",f,24_everyday_real,Infektion,Antibiotikum,everyday
L,scientific_real,"""In Australien forschten*einige Wissenschaftler*an der Entschlüsselung*der genetischen Codes<br>von neu entdeckten Mikroorganismen,*die in den Tiefen der Ozeane *gefunden wurden.<br> Eines Tages*stieß das Team*auf eine unerwartete Gensequenz,<br> die das Potenzial hatte,*Anwendungen*in interessanten Bereichen*zu eröffnen.<br>Dazu*konnten sie*eine Maschine*benutzen,*die ihnen*zur Verfügung*gestellt wurde.<br>Einige der Kollegen*mochten*die Technik*besonders gerne.<br>Andere beschäftigten sich*mehr mit*den möglichen Folgen*ihrer Arbeit.<br>Nach Monaten*intensiver Forschung*entwickelten sie schließlich*eine Methode <br>zur Energiegewinnung*aus Mikroorganismen.*Ihre Arbeit erregte*große Aufmerksamkeit,<br>und das Team wurde*zu mehreren Konferenzen*über Mikrobiologie eingeladen.""",1,"""Entwickelte das Team eine Methode zur Energiegewinnung?""",j,4_scientific_real,Maschine,Technik,Mikrobiologie
L,scientific_real,"""Zwei Ökologen,*Dr. Schulz und Professor Schneider,*trafen sich im Unigarten,<br>um bei einem Spaziergang*neueste Erkenntnisse zu diskutieren.<br>Während sie sich*über Dr. Schulz'*neueste Studien unterhielten,*kam das Gespräch<br>auf die ihrer Meinung nach*besten Umweltschutzmaßnahmen,*die umgesetzt werden sollten.<br>Sie beobachteten*interessiert*eine Hornisse*und bewunderten*deren Größe.<br>Kurz darauf*hörten sie*ein Summen*und erschraken,*als sie dicht*an ihnen*vorbeizog.<br>Professor Schneider*musste lachen.*Während sie sich*weiter unterhielten,<br>wechselten sie das Thema*und begannen,*die Auswirkungen des Klimawandels<br>auf die Biodiversität*zu diskutieren.*Die zunehmenden Veränderungen*in der Umwelt<br>erforderten ihrer Meinung nach*dringende Maßnahmen*zum Schutz der Artenvielfalt.“",1,"""Trafen die beiden sich im Unigarten?""",j,12_scientific_real,Hornisse,Summen,Ökologie
L,everyday_pseudo,"""Franziska saß entspannt im Wohnzimmer*und genoss ihr Buch,*als ihr Sohn Daniel<br>mit braunen Handflächen*und Dreck im Gesicht*vom Spielplatz zurückkehrte.<br>Etwas genervt bemerkte Franziska,*wie Daniel den Sand*aus dem Sandkasten*im Haus verteilte.<br>Sie bat Daniel*kurz draußen zu warten.*Da stupste*Daniel*seine Mutter an.<br>In seiner*Hand*hielt er*einen Nazendeg*und sie*schaute ihn*überrascht*an.<br>Er*hatte ihn*im Garten*entdeckt*und ihr*geben wollen.<br> Deren Ärger*verflog schnell*und sie stand auf,*um ihren Sohn*vor der Tür<br>vom Sand*zu befreien.*Daniel schien den ganzen Sandkasten*mitgenommen zu haben.<br>Danach sprang Daniel*unter die Dusche*und war bald wieder sauber.<br>Franziska setzte sich*wieder ins Wohnzimmer*und las weiter.""",1,"""Saß Franziska im Wohnzimmer und las?""",j,7_everday_pseudo,Nazendeg,Garten,everyday
L,everyday_pseudo,"""David saß abends nach der Arbeit*in seinem Sessel im Wohnzimmer*und schaltete müde<br>zwischen den Fernsehkanälen*hin und her.*Kurz ließ er*einen Zeichentrickfilm laufen,<br>in dem eine Freundesgruppe*Abenteuer erlebte,*aber seine Gedanken wanderten<br>immer wieder zur Arbeit.*Als er wieder umschaltete,*sah er*eine Sondermeldung.<br>In den USA*war gestern*ein Hedeorem*eingeschlagen*dessen Bergung*im Gange war.<br> Er überlegte,*wie groß*der Krater*sein musste.*Schließlich legte er*die Fernbedienung<br>beiseite und beschloss,*nach draußen zu gehen.*Ein Spaziergang war*genau das Richtige,<br>um den Kopf freizubekommen*und die Sorgen über die Arbeit*für den Moment zu vergessen.<br>Die frische Luft und Naturgeräusche halfen ihm,*sich zu beruhigen*und Energie zu tanken.<br>Er fühlte sich*schon viel besser*und konnte endlich abschalten.""",1,"""Schaute David den Zeichentrickfilm lange an?""",f,10_everday_pseudo,Hedeorem,Krater,everyday
L,scientific_pseudo,"""In einem Viertel,*das für seine beeindruckende Architektur*bekannt war,*waren die beiden<br>befreundeten Kunstkritiker*Emma und Daniel*schon eine Weile unterwegs.*Sie sollten <br>einen Artikel*über die kulturelle Bedeutung*der Gebäude*schreiben.<br>Besonders gefiel ihnen*ein altes Herrenhaus,*das sich*von den anderen Häusern abhob.<br>Entlang*der Vorderseite*erstreckte sich*eine Betando*und bot einen*weiten Blick*über die Gegend.<br>Sie freuten*sich auf*die Aussicht*von dort*und kramten*nach dem Schlüssel*zum Eintreten.<br>Die filigranen Säulen*und das Geländer*verliehen dem Gebäude*eine majestätische Aura.<br>Sie schrieben*über die kunstvollen Fresken im Inneren*und die Geschichten über<br>die berühmten Persönlichkeiten,*die einst in diesem Herrenhaus*gelebt hatten.<br>Der Artikel war*ein voller Erfolg*und fand viel Anklang*bei der Leserschaft.""",1,"""Ging es in dem Artikel um die hässlichsten Häuser der Stadt?""",f,15_scientific_pseudo,Betando,Aussicht,Architektur
L,scientific_pseudo,"""Dr. Schröder,*eine Rheumatologin,*betrat das Krankenzimmer,*in dem ein Patient<br>namens Bastian*mit seinen Eltern saß.*Er hatte seit Wochen*mit starken Gelenkschmerzen<br>und Schwellungen zu kämpfen.*Dr. Schröder führte*eine körperliche Untersuchung durch.<br>Sie stellte fest,*dass Bastian*an einem seltenen,*aber schweren Gelenkleiden litt.<br>Sie erzählte*ihnen von*einer Rhelazie*über die sie*erst vor Kurzem*gelesen hatte.<br>Sie glaubte*fest an*eine Heilung*und hoffte*auf keine Komplikationen.<br>In den*folgenden Wochen*begannen seine Schmerzen*nachzulassen.<br>Dr. Schröder war erleichtert,*dass er*auf dem Weg der Besserung war,*und Bastian<br>war dankbar*für ihre Sorgfalt und Expertise*bei der Diagnose*seiner Erkrankung.<br>Auch seine Eltern*waren sehr erleichtert*und bedankten sich.""",1,"""Hatte Bastian Schwellungen am Körper?""",j,21_scientific_pseudo,Rhelazie,Heilung,Rheumatologie
